Date,mean
2006-10-21 00:00:00,1.007117571
2006-10-22 00:00:00,1.188898244
2006-10-23 00:00:00,5.583307083
2006-10-24 00:00:00,5.63625367
2006-10-25 00:00:00,0.96285039
2006-10-26 00:00:00,1.833761286
2006-10-27 00:00:00,7.400758585
2006-10-28 00:00:00,5.593553119
2006-10-29 00:00:00,0
2006-10-30 00:00:00,2.130169226
2006-10-31 00:00:00,0.376836187
2006-11-01 00:00:00,0.213779216
2006-11-02 00:00:00,2.974870412
2006-11-03 00:00:00,0.485690556
2006-11-04 00:00:00,0.03883532
2006-11-05 00:00:00,4.230947598
2006-11-06 00:00:00,0.749163467
2006-11-07 00:00:00,1.598016103
2006-11-08 00:00:00,10.20829043
2006-11-09 00:00:00,0
2006-11-10 00:00:00,2.566854195
2006-11-11 00:00:00,3.366065942
2006-11-12 00:00:00,1.640322689
2006-11-13 00:00:00,0.11670072
2006-11-14 00:00:00,0
2006-11-15 00:00:00,2.10320779
2006-11-16 00:00:00,0.029433655
2006-11-17 00:00:00,1.510789519
2006-11-18 00:00:00,0.299558848
2006-11-19 00:00:00,1.561828634
2006-11-20 00:00:00,2.294208097
2006-11-21 00:00:00,1.045884111
2006-11-22 00:00:00,2.151415047
2006-11-23 00:00:00,0.53392584
2006-11-24 00:00:00,0.036384961
2006-11-25 00:00:00,1.338575359
2006-11-26 00:00:00,3.541762102
2006-11-27 00:00:00,2.681509369
2006-11-28 00:00:00,4.458945853
2006-11-29 00:00:00,3.652478666
2006-11-30 00:00:00,3.195098824
2006-12-01 00:00:00,6.709525243
2006-12-02 00:00:00,0.092576732
2006-12-03 00:00:00,2.640231414
2006-12-04 00:00:00,3.73414065
2006-12-05 00:00:00,0.040633171
2006-12-06 00:00:00,1.831447079
2006-12-07 00:00:00,0.793944455
2006-12-08 00:00:00,3.284501992
2006-12-09 00:00:00,0.217516055
2006-12-10 00:00:00,3.67601074
2006-12-11 00:00:00,2.56343251
2006-12-12 00:00:00,5.279097264
2006-12-13 00:00:00,0.654993799
2006-12-14 00:00:00,0.35662075
2006-12-15 00:00:00,0.506633856
2006-12-16 00:00:00,4.874860013
2006-12-17 00:00:00,0.041671289
2006-12-18 00:00:00,10.88865242
2006-12-19 00:00:00,0.232996399
2006-12-20 00:00:00,0.0086283
2006-12-21 00:00:00,0.48547183
2006-12-22 00:00:00,0.27893224
2006-12-23 00:00:00,0.235621616
2006-12-24 00:00:00,0.684057853
2006-12-25 00:00:00,0.460586631
2006-12-26 00:00:00,0
2006-12-27 00:00:00,0.114691038
2006-12-28 00:00:00,4.38507533
2006-12-29 00:00:00,0.990714479
2006-12-30 00:00:00,0.090462314
2006-12-31 00:00:00,0.718839622
2007-01-01 00:00:00,0.220537622
2007-01-02 00:00:00,0.442566148
2007-01-03 00:00:00,5.763078373
2007-01-04 00:00:00,0.037192665
2007-01-05 00:00:00,2.710928456
2007-01-06 00:00:00,0.344263385
2007-01-07 00:00:00,0.201077247
