6	1	1977	1.5
9	1	1977	5
10	1	1977	2.5
13	1	1977	15.1
14	1	1977	3.2
15	1	1977	0.9
19	1	1977	1.9
21	1	1977	0.4
22	1	1977	5.9
23	1	1977	2.8
24	1	1977	1
25	1	1977	6.4
26	1	1977	0.1
27	1	1977	2
28	1	1977	0.6
3	1	1978	1
4	1	1978	1.5
9	1	1978	1.4
10	1	1978	0.6
11	1	1978	18.5
12	1	1978	0.2
14	1	1978	0.2
16	1	1978	1.1
17	1	1978	7.9
19	1	1978	1.5
22	1	1978	4.9
23	1	1978	5.5
24	1	1978	0.1
26	1	1978	4
27	1	1978	5
28	1	1978	9.1
29	1	1978	3.3
30	1	1978	1.4
31	1	1978	1.3
1	1	1979	0.4
7	1	1979	3.3
8	1	1979	3.1
9	1	1979	0.3
10	1	1979	9.3
12	1	1979	2.3
14	1	1979	0.6
15	1	1979	0.2
16	1	1979	0.1
17	1	1979	6.4
18	1	1979	0.2
19	1	1979	2.9
20	1	1979	2.3
22	1	1979	0.1
23	1	1979	7.2
25	1	1979	6.4
26	1	1979	0.4
28	1	1979	3.9
29	1	1979	7.9
30	1	1979	0.2
3	1	1980	9.1
4	1	1980	1
8	1	1980	0.1
15	1	1980	0.1
19	1	1980	0.3
20	1	1980	0.1
21	1	1980	9.6
22	1	1980	0.7
23	1	1980	0.2
29	1	1980	0.2
30	1	1980	0.2
31	1	1980	8.1
1	1	1981	0.2
6	1	1981	5.8
8	1	1981	0.1
9	1	1981	3.3
10	1	1981	1.2
12	1	1981	5.6
13	1	1981	0.6
14	1	1981	4.1
15	1	1981	0.1
16	1	1981	3.1
17	1	1981	1.3
18	1	1981	2.4
19	1	1981	0.1
21	1	1981	4.9
28	1	1981	0.1
1	1	1982	11.1
2	1	1982	4.4
4	1	1982	1
5	1	1982	2.6
8	1	1982	11.5
9	1	1982	4.6
20	1	1982	1.4
21	1	1982	0.5
22	1	1982	2.2
25	1	1982	0.2
26	1	1982	4.1
27	1	1982	0.2
29	1	1982	2.9
1	1	1983	0.3
2	1	1983	0.1
3	1	1983	3.6
4	1	1983	6.7
5	1	1983	2.7
6	1	1983	2.6
7	1	1983	0.6
9	1	1983	0.4
12	1	1983	0.1
13	1	1983	1.3
14	1	1983	4.6
15	1	1983	0.1
24	1	1983	3.4
25	1	1983	0.2
26	1	1983	0.4
30	1	1983	4.6
31	1	1983	12.3
1	1	1984	1
2	1	1984	9
3	1	1984	0.7
5	1	1984	2.9
7	1	1984	0.6
11	1	1984	0.8
12	1	1984	0.8
13	1	1984	3.2
14	1	1984	4.1
16	1	1984	9.4
17	1	1984	0.2
19	1	1984	0.2
22	1	1984	8.7
23	1	1984	10.9
24	1	1984	1
26	1	1984	14.2
27	1	1984	0.6
28	1	1984	0.6
29	1	1984	0.5
30	1	1984	3.3
31	1	1984	0.6
4	1	1985	0.2
6	1	1985	3
12	1	1985	0.4
13	1	1985	0.6
14	1	1985	0.4
15	1	1985	0.1
20	1	1985	0.1
21	1	1985	11.4
22	1	1985	2
24	1	1985	4
25	1	1985	11.3
26	1	1985	0.8
27	1	1985	0.4
28	1	1985	2.2
29	1	1985	3.9
31	1	1985	0.5
1	1	1986	7.9
2	1	1986	16
3	1	1986	12.2
4	1	1986	4.5
5	1	1986	1.1
7	1	1986	7.8
8	1	1986	10.8
10	1	1986	2.7
11	1	1986	0.4
13	1	1986	0.1
14	1	1986	0.2
15	1	1986	0.1
17	1	1986	0.1
18	1	1986	1.6
19	1	1986	0.9
21	1	1986	6.5
22	1	1986	5.2
23	1	1986	0.5
24	1	1986	0.1
27	1	1986	9.7
28	1	1986	0.4
29	1	1986	9.1
30	1	1986	7
1	1	1987	10.6
2	1	1987	0.1
4	1	1987	5.1
10	1	1987	0.1
12	1	1987	0.6
13	1	1987	0.1
14	1	1987	6.6
21	1	1987	0.2
22	1	1987	0.4
23	1	1987	0.6
